movieId,movieName,nbMentions,genre,category
91547,Wreck-It Ralph (2012),47,Children|Animation|Comedy|Adventure,Comedy
91552,Poltergeist  (2015),23,Horror|Thriller,Thriller
91563,Black Water  (2007),1,Adventure|Drama|Horror,Drama
91572,An American Crime (2007),2,Crime|Drama,Drama
91583,Surf Ninjas (1993),3,Action|Adventure|Comedy|Children,Comedy
91589,Le Mans  (1970),1,Action|Drama,Drama
91604,Marshall ,3,Children|Comedy|Adventure,Children
91608,My Favorite Year (1982),1,Comedy|Drama,Drama
91611,Free Willy ,1,Children|Adventure,Adventure
91640,Chariots of Fire (1981),2,Drama|History,Drama
91649,Vampire's Kiss (1989),2,Comedy|Horror,Comedy
91665,Swingers  (2007),1,Comedy|Romance,Comedy
91677,Carlito's Way (1993),6,Action|Crime|Drama|Thriller,Drama
91692,Epic Movie (2007),1,Action|Adventure|Comedy,Comedy
91737,Wonder of Women (1929),1,Action|Romance|Adventure|Drama,Action
91760,Tightrope  (1984),1,Mystery|Thriller|Crime|Drama,Drama
91855,Thoranai (2009),1,Action|Drama,Drama
91882,The Shack  (2017),15,Drama|Fantasy,Drama
91886,Legoman's Great Escape (2002),2,Drama|Thriller|Action,Drama
91916,Peggy Sue Got Married (1986),3,Comedy|Drama|Fantasy|Romance,Drama
91958,The Majestic  (2001),4,Drama|Romance,Drama
91965,Rescue Dawn (2006),1,Adventure|Drama|War,Drama
91974,The Changeling  (1980),3,Action|Fantasy|Horror|IMAX,Action
92002,Superman  (1987),2,Action|Adventure|Sci-Fi,Action
92018,Princess Mononoke (1997),7,Adventure|Fantasy|Animation,Adventure
92022,Four Women of Egypt,1,Drama|Comedy|Romance,Drama
92090,The Grandfather  (1954),1,Drama|Foreign,Drama
92098,Camp Nowhere (1994),3,Comedy|Drama|Children,Drama
92106,Maze Runner: The Death Cure (2018),46,Action|Adventure|Sci-Fi,Action
92117,Gnomes ,1,Comedy|Fantasy|Children,Comedy
92216,The Shameless (2015),1,Comedy|Drama|Foreign|Romance,Drama
92233,The Blue Lagoon  (1949),1,Drama|Romance,Drama
92266,Eve's Bayou (1997),2,Drama,Drama
92288,Death Toll (2008),2,Action|Crime|Thriller,Action
92330,A Place at the Table (2012),1,Documentary,Documentary
92374,Cars  (2006),71,Animation|Adventure|Comedy|Children,Comedy
92390,Enchanted  (2007),15,Comedy|Children|Fantasy|Romance,Comedy
92435,Drunken Master II (1994),1,Action|Comedy,Comedy
92437,Death on the Nile  (1978),1,Mystery,Mystery
92441,Birdman of Alcatraz  (1962),1,Drama,Drama
92480,Sand Castles  (2014),1,Crime|Drama|Thriller,Drama
92501,Stonehearst Asylum (2014),1,Thriller,Thriller
92534,The Replacement Killers (1998),1,Action|Drama|Crime|Thriller,Drama
92601,ThanksKilling (2008),1,Comedy|Horror|Thriller,Comedy
92607,One of Us  (1989),2,Drama,Drama
92643,The Edge  (1997),1,Action|Adventure|Drama,Drama
92651,Hostiles  (2017),13,Drama|Western,Drama
92667,Taxi Driver  (1977),1,Crime|Drama,Drama
92704,Mozart and the Whale (2005),2,Comedy|Drama|Romance,Drama
92720,Wrong Cops (2013),1,Comedy|Crime,Comedy
92826,E.T. the Extra-Terrestrial (1982),72,Sci-Fi|Adventure|Children|Fantasy,Adventure
92836,Out to Kill (2014),1,Drama|Mystery,Drama
92882,I Am Legend  (2007),37,Drama|Horror|Action|Thriller|Sci-Fi,Drama
92883,Lóve (2011),8,Drama|Sci-Fi,Drama
92904,Still Alice (2014),2,Drama,Drama
92911,Rachel Getting Married (2008),2,Drama,Drama
92914,The Resident (2011),4,Thriller|Mystery,Thriller
92920,Only God Forgives (2013),1,Drama|Thriller|Crime,Drama
92937,The Gladiator ,1,Action|Drama|Adventure,Drama
92964,Budget Padmanabhan (2000),1,Comedy|Drama|Romance,Comedy
92980,Rio Bravo  (1959),2,Western,Western
92989,Serendipity  (2001),20,Comedy|Romance,Comedy
93005,Today's Special  (2009),1,Comedy|Romance,Comedy
93008,Chaos  (2000),2,Comedy|Musical,Comedy
93013,Daddy's Home  (2015),185,Comedy,Comedy
93042,The Strangers in the House ,1,Thriller,Thriller
93044,Don't Be Afraid of the Dark  (2010),1,Fantasy|Horror|Thriller,Thriller
93065,American Ninja (1985),5,Action|Adventure,Action
93073,The Hungover Games (2014),1,Comedy,Comedy
93083,Kingsman: The Secret Service (2014),34,Action|Adventure|Comedy,Comedy
93091,The Santa Clause 2 (2002),2,Fantasy|Comedy|Children,Comedy
93094,National Lampoon's Vacation ,4,Comedy|Adventure|Romance,Comedy
93101,H. G. Wells' The War of the Worlds  (2005),1,Sci-Fi,Sci-Fi
93111,In This Corner of the World,3,Animation|Drama,Drama
93115,The Magnificent Seven  (2016),13,Adventure|Action|Western,Action
93151,The Last Temptation of Christ  (1988),1,Drama,Drama
93165,Our House  (2006),1,Drama|Horror|Mystery,Drama
93178,So I Married an Axe Murderer (1993),2,Comedy|Crime|Romance,Comedy
93204,Cartel Land (2015),1,Drama|Documentary,Drama
93215,Pleasantville  (1998),1,Fantasy|Drama|Comedy,Drama
93226,Road House  (1989),1,Action|Thriller,Action
93235,Irreplaceable  (2016),5,Drama|Comedy|Thriller,Drama
93238,Super High Me (2007),1,Comedy|Documentary,Comedy
93252,Dirty Dancing: Havana Nights,18,Drama|Romance,Drama
93255,Air Bud: World Pup (2000),1,Comedy|Drama|Children,Drama
93258,Killing Zoe (1994),1,Action|Crime|Drama|Thriller,Drama
93282,Night of the Demon (1957),1,Horror|Mystery,Horror
93310,The Rocky Horror Picture Show (1975),14,Comedy|Horror|Music|Sci-Fi,Comedy
93320,The Darjeeling Limited (2007),2,Adventure|Drama|Comedy,Drama
93362,Noah  (2014),5,Drama|Adventure,Drama
93383,The Taking of Pelham One Two Three  (1974),5,Action|Adventure|Crime|Thriller,Action
93402,The Blob  (1988),3,Horror|Sci-Fi,Horror
93409,When in Rome  (2002),1,Action|Adventure|Comedy|Drama|Children|Romance,Drama
93476,CQ  (2001),3,Comedy|Drama|Sci-Fi,Drama
93480,Dogville (2003),1,Crime|Drama|Thriller,Drama
93489,Equilibrium  (2002),22,Action|Sci-Fi|Thriller,Action
93492,Tromeo and Juliet (1996),1,Comedy|Drama|Romance|Thriller,Drama
93497,The Sound of Music  (1965),44,Drama|Children|Music|Romance,Drama
93509,Crimson Peak (2015),8,Mystery|Thriller|Fantasy|Horror|Drama,Drama
93515,Moms' Night Out (2014),12,Comedy,Comedy
93521,Harry Potter ,89,Adventure|Children|Fantasy,Adventure
93523,Notorious  (2009),4,Drama|Music,Drama
93542,Train Ride (2005),1,Drama,Drama
93576,Rebel Without a Cause (1955),3,Drama,Drama
93683,The Blob (1958),3,Horror|Sci-Fi,Horror
93706,Signs  (2008),1,Romance,Romance
93714,White Fang  (1991),8,Action|Adventure|Drama|Children,Drama
93739,The Hobbit: The Desolation of Smaug (2013),16,Adventure|Fantasy,Adventure
93769,Justice League: The Flashpoint Paradox,3,Fantasy|Sci-Fi|Animation|Action|Adventure,Action
93771,Waterboys  (2001),13,Comedy,Comedy
93797,Annie  (1999),2,Music|Children|Comedy,Comedy
93825,Stronger ,2,Biography|Drama,Drama
93839,Radio  (2003),8,Drama,Drama
93845,Blood Diamond  (2006),14,Drama|Thriller|Action,Drama
93852,The Kites Flying in the Sky (2008),1,Drama|Action|Thriller,Drama
93860,The Ruins  (2008),4,Drama|Horror,Drama
93931,Fantastic Beasts and Where to Find Them  (2016),27,Adventure|Children|Fantasy,Adventure
93966,Awakenings (1990),2,Drama,Drama
93969,Happy People: A Year in the Taiga (2010),3,Documentary,Documentary
94027,The Candidate  (2008),1,Drama|Romance,Drama
94056,Psycho  (1960),132,Drama|Horror|Thriller,Drama
94078,Trolls  (2016),91,Adventure|Animation|Children,Adventure
94147,Antz (1998),16,Adventure|Animation|Comedy|Children,Comedy
94180,Into the Storm  (2014),1,Action|Thriller,Action
94189,Prison Break: The Final Break,1,Action|Drama|Thriller,Drama
94195,Bridget Jones: The Edge of Reason  (2004),2,Comedy|Romance,Comedy
94205,Ali G Indahouse (2002),1,Comedy,Comedy
94219,Shakespeare in Love (1998),23,Romance|History,Romance
94243,The Actors (2003),1,Comedy,Comedy
94265,Meet the Blacks (2016),9,Comedy|Horror,Comedy
94269,Harvey  (1950),1,Comedy|Drama,Drama
94286,Dracula A.D. 1972 (1972),1,Horror,Horror
94298,The Constant Gardener  (2005),2,Drama|Mystery|Thriller,Drama
94309,Man on the Moon  (1999),3,Comedy|Drama|Romance,Drama
94317,New Year's Eve  (2002),2,Comedy|Romance,Comedy
94320,Lawless  (2012),5,Crime|Drama,Drama
94329,The Twilight Saga ,1,Adventure|Fantasy|Drama|Romance,Drama
94349,Hanna  (2011),5,Action|Thriller|Adventure,Action
94390,Message in a Bottle  (1999),14,Romance|Drama,Drama
94460,This Christmas  (2007),2,Comedy|Drama,Drama
94474,Bride Wars  (2015),11,Comedy,Comedy
94487,American Psycho  (2000),35,Thriller|Drama|Crime,Drama
94510,Grown Ups 2 (2013),72,Comedy,Comedy
94619,Bad Words  (2013),2,Comedy,Comedy
94651,The Man Who Knew Too Little (1997),3,Comedy|Thriller|Crime|Action,Comedy
94659,The Gold Rush (1925),1,Animation|Documentary,Animation
94676,Starke Zeiten (1988),1,Comedy,Comedy
94687,Underworld  (2003),25,Fantasy|Action|Thriller,Action
94688,Police Academy 2: Their First Assignment (1985),2,Comedy|Crime,Comedy
94695,Everything You Always Wanted to Know About Sex*  (1972),1,Drama|Romance|Comedy,Drama
94710,Maurice  (1987),2,Drama|Romance,Drama
94726,The Perfect Guy  (2015),1,Drama|Thriller,Drama
94741,Dracula ,1,Comedy|Horror,Comedy
94750,The Wolfman  (2010),2,Drama|Horror|Thriller,Drama
94771,Cloud Atlas  (2012),8,Drama|Sci-Fi,Drama
94803,The Howling: Reborn (2011),2,Horror,Horror
94808,12th & Delaware,1,Documentary,Documentary
94816,Dulha Mil Gaya (2010),1,Comedy|Drama|Romance,Drama
94849,Treasure Island  (1972),1,Adventure|Children,Adventure
94852,Return of the Jedi (1983),12,Adventure|Action|Sci-Fi,Action
94856,The Imaginarium of Doctor Parnassus (2009),2,Adventure|Fantasy|Mystery,Adventure
94864,The Wicker Man  (1973),1,Action|Horror|Sci-Fi|IMAX,Action
94883,48 Hours of Hallucinatory Sex (1987),1,Drama|Thriller|Comedy,Drama
94945,Cop  (1988),1,Crime|Drama|Mystery|Thriller,Drama
94961,Hollywood Shuffle (1987),4,Comedy,Comedy
94963,Mary Shelley's Frankenstein  (1994),2,Drama|Horror|Sci-Fi|Romance,Drama
94985,Doctor Zhivago  (1965),3,Drama|Romance|War,Drama
94996,Gangs of Wasseypur (2012),1,Action|Thriller|Crime,Action
95019,The Fog of War (2003),4,War|Documentary|History,Documentary
95037,Step Up Revolution (2012),1,Music|Drama|Romance,Drama
95051,Big Eyes (2014),4,Drama,Drama
95055,Conspiracy Theory  (1997),6,Action|Drama|Mystery|Thriller,Drama
95057,Madea's Tough Love (2015),3,Comedy,Comedy
95058,Hot Pursuit  (2015),9,Drama,Drama
95066,Django Unchained (2012),95,Drama|Western,Drama
95075,Pi  (1998),6,Mystery|Drama|Thriller,Drama
95083,Inconceivable  (2008),1,Comedy|Drama,Drama
95089,Mean Girls 2,10,Comedy,Comedy
95110,Arsenic and Old Lace ,2,Comedy|Crime,Comedy
95121,Jacob's Ladder  (1990),3,Drama|Mystery|Horror,Drama
95136,Comrades: Almost a Love Story (1996),1,Drama|Romance,Drama
95137,Predator 2 (1990),9,Sci-Fi|Action|Thriller,Action
95139,Mobile Suit Gundam F91,1,Animation|Sci-Fi,Animation
95183,Dressed to Kill  (1980),1,Horror|Mystery|Thriller,Thriller
95186,The Man Without a Face (1993),2,Drama,Drama
95199,Home Alone (1990),98,Comedy|Children,Comedy
95205,Where the Buffalo Roam (1980),2,Comedy|Drama,Drama
95216,JFK  (1991),7,Action|Drama,Drama
95228,Evil Bong (2006),1,Comedy|Horror,Comedy
95240,Meatballs  (1979),7,Comedy,Comedy
95286,Love in the Afternoon  (1957),1,Comedy|Drama|Romance,Drama
95306,Twister  (1989),1,Drama|Comedy,Drama
95310,The Last Escape  (2010),2,Action|Drama|War,Drama
95321,The Code  (2001),2,Drama|Action|Thriller,Drama
95389,Air Force One  (1997),14,Action|Thriller,Action
95397,35 and Ticking (2011),4,Romance|Comedy,Comedy
95416,Why Get a Divorce%3F (1926),1,Drama|Comedy|Thriller,Drama
95450,Oliver & Company,2,Animation|Comedy|Children,Comedy
95467,Bound  (1996),1,Crime|Drama|Romance|Thriller,Drama
95485,Beyond the Law  (1992),1,Drama|Thriller,Drama
95491,Hood 2 Hood: The Blockumentary (2005),1,Action|Adventure|Crime,Action
95495,The Interview (2014),51,Action|Comedy,Comedy
95501,Kazaam (1996),4,Fantasy|Comedy|Sci-Fi|Children,Comedy
95503,The Visit  (2000),1,Drama,Drama
95511,Shanghai Noon (2000),19,Adventure|Action|Comedy|Western,Comedy
95533,Weekend at Bernie's (1989),14,Comedy,Comedy
95539,Mom ,2,Comedy|Horror,Comedy
95609,Good Boy! (2003),1,Comedy|Children|Sci-Fi,Comedy
95621,Rush Hour 2 (2001),21,Action|Comedy|Crime|Thriller,Comedy
95629,Seeking a Friend for the End of the World (2012),9,Comedy|Drama|Romance|Sci-Fi,Drama
95660,Central Intelligence (2016),99,Action|Comedy,Comedy
95692,You Were Never Really Here,2,Crime|Drama|Mystery,Drama
95748,Sharp Shooter  (2015),1,Drama|Action|Thriller,Drama
95750,Tenacious D in The Pick of Destiny (2006),2,Comedy|Music,Comedy
95780,Barbershop ,3,Comedy|Drama,Drama
95785,Six Reasons Why (2008),2,Sci-Fi|Western,Sci-Fi
95813,Heaven Is for Real  (2014),5,Drama,Drama
95855,"Oh, God! (1977)",1,Fantasy|Comedy,Comedy
95860,Indecent Proposal (1993),1,Drama,Drama
95881,Independence Day  (1983),2,Drama|Romance,Drama
95893,2001: A Space Odyssey ,4,Sci-Fi|Mystery|Adventure,Adventure
95959,Cool World (1992),3,Animation|Comedy|Fantasy,Comedy
96021,Super Mario Bros.  (1993),2,Adventure|Comedy|Children|Fantasy,Comedy
96040,Taking Chance (2009),1,Drama|History|War,Drama
96054,Y Tu Mamá También (2001),2,Drama|Romance,Drama
96070,The Grapes of Wrath  (1940),2,Drama,Drama
96086,Slum  (2013),1,Drama|Romance|Fantasy,Drama
96092,Snow White  (1952),1,Children|Comedy|Animation|Fantasy,Children
96140,Open Water  (2003),9,Adventure|Drama|Horror,Drama
96166,Shattered  (2011),1,Mystery|Thriller,Thriller
96176,The Emperor's New Clothes  (1966),1,Comedy|Children|Musical,Comedy
96184,Next  (2007),1,Action|Sci-Fi|Thriller,Action
96197,The Best Exotic Marigold Hotel,3,Drama|Comedy,Drama
96254,Little Voice  (1998),2,Comedy|Drama,Drama
96255,Michael Lucas' La Dolce Vita (2006),1,Drama|Comedy,Drama
96268,You Can't Take It with You  (1938),1,Comedy|Romance,Comedy
96274,Inside Out  (2011),1,Drama|Crime,Drama
96281,Star Wars: Episode VIII – The Last Jedi (2017),233,Adventure|Animation|Comedy,Comedy
96307,Aladin  (2009),9,Fantasy|Drama|Romance|Foreign,Drama
96316,Night of the Living Dead  (1990),8,Horror,Horror
96329,Bulletproof  (1996),2,Action|Adventure|Comedy|Thriller,Comedy
96361,Any Given Sunday (1999),5,Drama,Drama
96376,Butterfly on a Wheel (2007),2,Crime|Drama|Thriller,Drama
96382,I Am Number Four  (2011),5,Action|Thriller|Sci-Fi|Adventure,Action
96426,The Batman vs. Dracula,1,Fantasy|Animation|Horror|Action|Thriller|Sci-Fi,Action
96439,I'll Sleep When I'm Dead  (2003),1,Drama|Action|Thriller|Crime,Drama
96440,Population 436 (2006),1,Drama|Horror|Mystery|Thriller,Drama
96460,Digimon: The Movie,3,Fantasy|Animation|Sci-Fi|Children,Children
96465,In Harm's Way (1965),5,War|Drama,Drama
96494,Beginners,1,Drama|Romance|Comedy,Drama
96514,Police Story 3: Super Cop (1992),1,Action|Crime|Thriller,Action
96519,Once Upon a Time in America (1984),1,Drama|Crime,Drama
96538,Madea Goes to Jail (2009),15,Comedy|Crime|Drama,Drama
96541,Max Steel  (2016),6,Action|Adventure|Sci-Fi,Action
96544,Loved  (1997),1,Drama|Thriller,Drama
96559,Free State of Jones  (2016),6,War|Action|Drama|History|Thriller,Drama
96596,Student Bodies (1981),1,Comedy|Horror|Mystery,Comedy
96621,Ninja  (2009),3,Animation|Children|Fantasy|Comedy,Children
96622,Seven Years in Tibet  (1997),2,Adventure|Drama|History,Drama
96623,Mishima: A Life in Four Chapters (1985),2,Drama,Drama
96624,Mickey  (2004),1,Drama|Children,Drama
96637,Parents  (1989),1,Comedy|Drama|Horror,Drama
96646,Ghost  (1998),29,Thriller|Horror|Fantasy|Drama,Thriller
96660,Pokémon 4Ever (2001),3,Adventure|Fantasy|Animation|Sci-Fi|Children,Adventure
96684,Kramer vs. Kramer,4,Drama,Drama
96707,A Bug's Life (1998),21,Adventure|Animation|Comedy|Children,Comedy
96716,Eight Men Out (1988),3,Drama|History,Drama
96742,Freejack (1992),3,Sci-Fi,Sci-Fi
96746,Mac & Devin Go to High School (2012),7,Comedy,Comedy
96757,Certified Copy  (2010),1,Drama|Romance,Drama
96766,Paper Towns  (2015),3,Drama|Mystery|Romance,Drama
96778,Joy  (2015),7,Drama|Comedy,Drama
96793,The Breed  (2006),1,Thriller|Horror|Comedy,Comedy
96801,Holiday Affair (1949),1,Comedy|Romance,Comedy
96835,Shin Godzilla (2016),2,Action|Adventure|Drama|Horror|Sci-Fi,Drama
96841,Turner & Hooch (1989),15,Action|Comedy|Thriller|Crime|Children,Comedy
96844,An American Werewolf in London (1981),9,Horror|Comedy,Comedy
96852,The Enemy  (1979),1,Action|Crime|Thriller,Action
96878,Machete  (2010),4,Action|Comedy|Thriller,Comedy
96903,Godzilla Against Mechagodzilla (2002),1,Action|Foreign|Horror|Sci-Fi,Action
96909,The Running Man  (1987),17,Action|Sci-Fi,Action
96973,S3  (2016),2,Drama,Drama
96983,2001: A Space Travesty (2000),2,Comedy|Sci-Fi,Comedy
96989,Route 666  (2001),2,Horror|Action|Thriller,Action
96993,Niagara  (1953),1,Crime|Drama|Thriller,Drama
96996,Lego Indiana Jones and the Raiders of the Lost Brick,5,Children|Comedy|Animation|Action,Children
96998,Ali  (2001),9,Drama,Drama
97007,Daddy Day Care (2003),18,Comedy|Children,Comedy
97040,The Lovers  (2017),8,Comedy,Comedy
97046,The Gumball Rally (1976),3,Action|Adventure|Comedy,Comedy
97066,9 (2013),3,Animation|Action|Adventure,Animation
97146,13 Ghosts (1960),12,Horror,Horror
97153,Cabaret  (1972),5,Drama|Music|Romance,Drama
97167,Missing in Action  (1984),1,Action|Adventure|Thriller|War,Action
97178,The Imposter  (2012),1,Documentary|Drama,Drama
97204,Slutty Summer (2004),1,Comedy|Drama|Romance,Drama
97209,Oliver!  (1968),7,Drama|Children|Music,Drama
97219,The Notebook (2013),137,Drama|War,Drama
97224,Sixty Million Dollar Man (1995),1,Drama|Comedy|Romance,Drama
97228,Superman: Doomsday,1,Action|Animation|Sci-Fi,Action
97255,Dr. Seuss' How the Grinch Stole Christmas  (2000),14,Children|Animation|Comedy|Fantasy,Children
97259,Pippi Longstocking  (1997),1,Animation|Adventure|Comedy,Comedy
97306,Into the Woods  (2014),12,Comedy|Crime,Comedy
97346,The Girl Next Door  (2007),1,Thriller|Crime|Drama|Horror,Drama
97413,The Secret Life of Pets (2016),70,Animation|Children|Comedy|Adventure,Children
97461,Pokémon: The Movie 2000 (1999),1,Adventure|Fantasy|Animation|Sci-Fi|Children,Adventure
97494,Silence  (2016),7,Drama|History,Drama
97548,Argo  (2004),4,Comedy|Action,Comedy
97549,Attack of the 50 Foot Woman (1958),2,Horror|Sci-Fi,Horror
97570,Exit Wounds (2001),2,Action|Crime|Thriller,Action
97654,The Science of Sleep (2006),1,Comedy|Drama|Fantasy,Drama
97667,Dave  (1993),2,Comedy,Comedy
97683,Prince of the City  (1981),1,Drama|Thriller|Crime,Drama
97695,What Dreams May Come  (1998),9,Drama|Fantasy|Romance,Drama
97728,Kate & Leopold (2001),10,Comedy|Fantasy|Romance|Sci-Fi,Comedy
97733,The Emerald Forest (1985),2,Action|Adventure|Drama,Drama
97745,The Good Son  (1993),3,Drama|Horror|Thriller,Drama
97818,Real Steel (2011),12,Action|Sci-Fi|Drama,Drama
97819,Psycho ,8,Drama|Horror|Thriller,Drama
97820,Blade II (2002),8,Fantasy|Horror|Action|Thriller,Action
97892,Mr. Smith Goes to Washington (1939),1,Comedy|Drama,Drama
97935,What If...  (2012),1,Comedy|Romance,Comedy
97944,Safe House  (2012),17,Action|Thriller,Action
97945,Break-Up (2014),1,Thriller|Romance,Thriller
97959,8mm  (1999),4,Thriller|Crime|Mystery,Thriller
97982,Sister Act 2: Back in the Habit (1993),6,Music|Comedy,Comedy
97989,Carrie  (1952),1,Drama|Romance,Drama
98016,I Am Thor (2015),17,Documentary,Documentary
98028,Eternal Sunshine of the Spotless Mind (2004),33,Sci-Fi|Drama|Romance,Drama
98084,Paris When It Sizzles (1964),7,Comedy|Romance,Comedy
98088,Horrible Bosses (2011),74,Comedy|Crime,Comedy
98089,That Awkward Moment (2014),3,Comedy|Romance,Comedy
98135,Lego Star Wars: Revenge of the Brick,1,Children|Comedy|Animation|Action,Children
98139,How the Grinch Stole Christmas  (2018),7,Children|Comedy|Fantasy,Comedy
98143,Earth Girls Are Easy (1989),4,Music|Comedy|Drama|Romance|Sci-Fi,Drama
98151,Evolution  (2015),1,Mystery|Drama|Horror,Drama
98165,Terminator Salvation (2009),4,Action|Sci-Fi|Thriller,Action
98166,The Girl on the Train  (2009),1,Drama|Romance,Drama
98167,Epsilon  (1995),2,Drama|Fantasy|Action,Drama
98238,The Seven Year Itch (1955),5,Comedy|Drama|Romance,Drama
98248,Marilyn  (2011),1,Biography|Drama,Drama
98252,Once  (2007),3,Drama|Music|Romance,Drama
98259,Monster  (2003),2,Crime|Drama,Drama
98271,Demain tout commence (2016),2,Drama|Comedy,Drama
98281,Encounters of the Spooky Kind (1980),1,Action|Horror|Fantasy|Comedy,Comedy
98306,Crac (1981),1,Animation,Animation
98332,The Bandit  (1996),1,Crime|Drama|Thriller,Drama
98370,Phase IV (1974),1,Thriller|Horror|Sci-Fi,Thriller
98373,Dance Me to My Song (1998),1,Musical,Musical
98383,The Accountant  (2016),17,Crime|Thriller|Drama,Drama
98387,The Cabinet of Dr. Caligari (1920),1,Drama|Horror|Thriller|Crime,Drama
98389,Hotel Transylvania 2 (2015),6,Animation|Comedy|Children,Comedy
98401,Fido  (2006),2,Romance|Comedy|Drama|Horror,Drama
98433,Indiana Jones and the Temple of Doom (1984),39,Adventure|Action,Action
98443,VIPs (2010),1,Biography|Drama,Drama
98479,The Lodger  (2009),3,Horror|Mystery|Thriller,Thriller
98513,Existenz (1999),1,Action|Thriller|Sci-Fi|Horror,Action
98527,Dumb and Dumber ,10,Comedy,Comedy
98587,Theeb (2014),1,Adventure|Drama|Thriller,Drama
98623,Risky Business  (1939),1,Comedy|Romance,Comedy
98637,Battle of the Sexes  (2017),7,Biography|Comedy|Drama,Drama
98659,Harry Potter and the Deathly Hallows – Part 1 (2010),5,Adventure|Fantasy|Children,Adventure
98672,The English Patient  (1996),18,Drama|Romance|War,Drama
98683,Matilda  (1996),16,Comedy|Children|Fantasy,Comedy
98687,Old Boys: The Way of the Dragon,1,Action|Crime,Action
98699,Mystic River  (2003),52,Thriller|Crime|Drama|Mystery,Drama
98701,A Dangerous Man (2009),1,Action|Adventure|Thriller,Action
98729,Foodfight! (2012),1,Animation|Action|Comedy|Children,Comedy
98740,Enemy at the Gates (2001),11,War,War
98746,Soul Surfer  (2011),7,Children|Action|Drama,Drama
98805,A Far Off Place (1993),2,Drama|Adventure,Drama
98815,Faces of Death (1978),4,Documentary|Horror,Horror
98879,Up Close and Personal  (1996),2,Drama|Romance,Drama
98909,A Fish Called Wanda (1988),18,Comedy|Crime,Comedy
98918,Spamalot,1,Comedy|Children|Adventure,Comedy
98929,Inferno  (2016),11,Thriller,Thriller
98930,Only You  (1994),7,Comedy|Drama|Romance,Drama
98939,Leprechaun 3 (1995),1,Comedy|Fantasy|Horror,Comedy
98944,Hard Eight  (1996),2,Drama|Thriller,Drama
98955,Just Visiting  (2001),1,Comedy|Fantasy|Sci-Fi,Comedy
98981,Bad Girls  (1994),1,Action|Adventure|Comedy|Drama|Western,Drama
98987,A Few Good Men (1992),12,Drama,Drama
99001,Bridge of Spies  (2015),15,Thriller|Drama,Drama
99027,Production of Avengers: Infinity War and the untitled Avengers sequel,7,Documentary|Action|Adventure|Sci-Fi,Documentary
99040,Iron Man  (1931),1,Drama,Drama
99049,Excalibur  (1981),3,Fantasy|Adventure,Adventure
99060,Ace Ventura ,33,Crime|Comedy|Adventure,Comedy
99066,Burlesque  (2010),3,Drama|Romance,Drama
99091,The Skulls  (2000),1,Crime|Drama|Thriller,Drama
99120,Eddie and the Cruisers II: Eddie Lives! (1989),1,Drama|Thriller|Music,Drama
99174,Dr. Who and the Daleks (1965),4,Sci-Fi|Adventure,Adventure
99182,The Night of the Devils (1972),1,Horror|Foreign,Horror
99219,Miracle  (2004),22,Drama|History,Drama
99244,Halloween  (1978),145,Horror|Thriller,Thriller
99248,The Nazis Strike (1943),1,Drama|Comedy|Action,Drama
99256,La mujer de mi hermano (2005),1,Romance|Drama,Drama
99261,Time Bandits (1981),2,Children|Fantasy|Sci-Fi|Adventure|Comedy,Comedy
99276,Star Wars  (1977),163,Adventure|Action|Sci-Fi,Action
99302,Fierce Creatures (1997),1,Comedy|Romance,Comedy
99306,Paranormal Activity 3 (2011),4,Horror,Horror
99324,Erin Brockovich  (2000),20,Drama,Drama
99378,Edge of Darkness  (2010),6,Crime|Drama|Mystery|Thriller,Drama
99381,Mindwalk (1990),1,Drama,Drama
99414,Welcome to Me (2014),2,Comedy|Drama,Drama
99445,The Unforgiven  (2005),4,Romance|Western|Drama,Romance
99452,Year One  (2009),2,Comedy|Adventure,Comedy
99461,Porky's (1981),25,Comedy,Comedy
99463,Railroad Tigers,4,Action|Comedy|War,Comedy
99478,Jackass: The Movie (2002),9,Documentary|Comedy,Comedy
99496,The Dark  (2005),1,Drama|Fantasy|Horror,Drama
99513,Funny Games  (2007),2,Horror|Thriller|Crime,Thriller
99536,Booty Call (1997),2,Comedy,Comedy
99545,Godzilla ,1,Sci-Fi|Action|Thriller,Action
99560,"That's It, That's All",1,Drama|Comedy|Romance,Drama
99583,Iron Man  (2008),178,Action|Sci-Fi|Adventure,Action
99584,Titanic ,1,Drama|Romance|Thriller,Drama
99659,Spawn  (1997),9,Action|Adventure|Fantasy|Horror|Sci-Fi|Thriller,Action
99660,"I, Robot  (2004)",141,Action|Sci-Fi,Action
99691,Munich  (2005),5,Drama|Action|History|Thriller,Drama
99692,Gozu (2003),1,Action|Crime|Thriller|Horror,Action
99694,Frankenfish (2004),1,TV Movie|Action|Horror|Comedy|Sci-Fi|Thriller,Comedy
99703,Ganglamedo (2006),1,Drama|Crime|Thriller,Drama
99715,Zombieland (2009),84,Comedy|Horror,Comedy
99732,Sad Movie (2005),1,Comedy|Adventure|Animation,Comedy
99809,Oblivion  (2013),13,Action|Sci-Fi|Adventure|Mystery,Action
99812,The Sweeney  (2012),2,Action|Drama|Crime,Drama
99824,Tokyo Gore Police (2008),2,Adventure|Horror|Action|Sci-Fi,Action
99852,SpongeBob SquarePants 4-D (2002),2,Comedy|Animation|Children,Comedy
99887,Eddie's Million Dollar Cook-Off,1,Comedy|TV Movie,Comedy
99896,Spider-Man  (2002),127,Fantasy|Action,Action
